category,image,region,channel,n,mean,median,std,p10,p50,p90
potato_late_blight,1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB 3326.JPG,lesion_proxy,H,46,34.26086956521739,34.0,1.712292927610019,33.0,34.0,34.0
potato_late_blight,1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB 3326.JPG,lesion_proxy,S,46,107.19565217391305,107.0,33.80739536102136,67.5,107.0,156.5
potato_late_blight,1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB 3326.JPG,lesion_proxy,V,46,120.28260869565217,137.5,35.40428802540748,77.0,137.5,152.5
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,leaf,H,26668,44.79998500074996,47.0,6.568497525445824,38.0,47.0,50.0
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,leaf,S,26668,88.04061046947653,85.0,27.963520706141317,55.0,85.0,126.0
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,leaf,V,26668,120.9670766461677,122.0,19.3634576928782,97.0,122.0,145.0
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,lesion_proxy,H,1375,22.714909090909092,23.0,7.046249517613098,13.400000000000006,23.0,33.0
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,lesion_proxy,S,1375,58.54545454545455,50.0,30.041098020011418,28.0,50.0,102.60000000000014
potato_late_blight,25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,lesion_proxy,V,1375,119.79709090909091,120.0,22.138512528888104,91.4,120.0,149.0
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,leaf,H,21926,55.865912615160084,56.0,10.31460730812621,42.0,56.0,70.0
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,leaf,S,21926,80.55203867554502,72.0,31.434931052276678,48.0,72.0,124.0
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,leaf,V,21926,88.10257228860713,89.0,20.37776983311651,60.0,89.0,113.0
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,lesion_proxy,H,329,52.21580547112462,54.0,10.589275674267034,34.0,54.0,64.19999999999999
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,lesion_proxy,S,329,93.46200607902736,90.0,39.65020975946493,29.0,90.0,140.0
potato_late_blight,28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,lesion_proxy,V,329,49.03343465045592,36.0,30.588087566389856,28.0,36.0,102.39999999999998
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,leaf,H,30033,60.01168714414145,62.0,11.52038073029817,44.0,62.0,72.0
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,leaf,S,30033,96.89231844970533,93.0,27.516701102034723,68.0,93.0,128.0
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,leaf,V,30033,99.57087204075516,100.0,23.70702612937115,67.0,100.0,130.0
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,lesion_proxy,H,913,24.46659364731654,27.0,8.139610873783099,12.0,27.0,34.0
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,lesion_proxy,S,913,70.76998904709748,69.0,17.71465744489019,50.0,69.0,93.0
potato_late_blight,2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,lesion_proxy,V,913,112.6604600219058,114.0,23.33406008220204,84.0,114.0,143.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,leaf,H,37283,59.53879784352117,60.0,10.949254989604713,44.0,60.0,74.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,leaf,S,37283,82.8092159965668,76.0,28.625022151585426,53.0,76.0,124.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,leaf,V,37283,110.58986669527667,113.0,29.125711107058294,68.0,113.0,147.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,lesion_proxy,H,498,36.01807228915663,33.0,13.248689967018016,24.0,33.0,56.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,lesion_proxy,S,498,57.829317269076306,46.0,38.98868366270841,24.0,46.0,137.0
potato_late_blight,31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,lesion_proxy,V,498,95.63052208835342,93.5,32.60214150406563,39.0,93.5,136.0
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,leaf,H,14687,45.431878532035135,46.0,4.218980369863361,39.0,46.0,50.0
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,leaf,S,14687,81.51480901477497,75.0,33.245894117340576,46.0,75.0,126.0
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,leaf,V,14687,136.02396677333695,139.0,24.77479908195053,104.0,139.0,164.0
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,lesion_proxy,H,183,47.96174863387978,51.0,7.8248351439318675,34.0,51.0,56.0
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,lesion_proxy,S,183,42.3551912568306,28.0,37.44897530960463,22.0,28.0,111.20000000000005
potato_late_blight,324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,lesion_proxy,V,183,169.1639344262295,173.0,23.61659622611132,140.2,173.0,194.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,leaf,H,29623,44.77048239543598,46.0,4.118294803040534,39.0,46.0,49.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,leaf,S,29623,92.17796982074739,89.0,29.291382188099565,57.0,89.0,132.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,leaf,V,29623,126.16618843466226,126.0,18.785830614368017,103.0,126.0,150.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,lesion_proxy,H,242,29.24793388429752,32.0,6.61675932731641,20.0,32.0,34.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,lesion_proxy,S,242,47.049586776859506,46.0,15.405189229644257,33.1,46.0,56.0
potato_late_blight,3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,lesion_proxy,V,242,119.96694214876032,117.0,16.77361854458655,102.0,117.0,142.9
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,leaf,H,5482,38.2280189711784,37.0,2.9119066509831577,35.0,37.0,43.0
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,leaf,S,5482,91.2544691718351,77.0,38.62241566135732,51.0,77.0,152.0
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,leaf,V,5482,156.14793870850056,166.0,34.13610711754273,103.10000000000002,166.0,194.0
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,lesion_proxy,H,117,32.965811965811966,34.0,1.6168536710855976,31.0,34.0,34.0
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,lesion_proxy,S,117,111.55555555555556,123.0,29.668379220072993,76.0,123.0,147.4
potato_late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,lesion_proxy,V,117,134.2905982905983,121.0,36.91618129658579,92.0,121.0,182.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,leaf,H,26676,42.37678062678063,43.0,3.1304183969941564,38.0,43.0,46.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,leaf,S,26676,126.66048133153396,130.0,42.491315819308525,66.0,130.0,179.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,leaf,V,26676,85.06732643574749,80.0,31.148625694492893,48.0,80.0,129.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,lesion_proxy,H,1028,38.08852140077821,38.0,3.698898846624164,33.7,38.0,43.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,lesion_proxy,S,1028,162.75194552529183,168.0,40.591753035596646,110.0,168.0,209.0
potato_late_blight,4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,lesion_proxy,V,1028,44.42217898832685,36.0,31.24322143320665,28.0,36.0,74.0
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,leaf,H,12483,40.120483858046946,41.0,2.8327401202299702,36.0,41.0,43.0
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,leaf,S,12483,110.9558599695586,106.0,31.40758647096342,75.0,106.0,152.0
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,leaf,V,12483,107.33830008811984,107.0,21.720066852377947,79.0,107.0,136.0
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,lesion_proxy,H,182,32.74175824175824,33.0,1.4654681533850948,30.0,33.0,34.0
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,lesion_proxy,S,182,95.1043956043956,91.5,27.72223058469051,61.0,91.5,128.9
potato_late_blight,42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,lesion_proxy,V,182,109.28571428571429,103.0,28.389282033540503,73.0,103.0,151.0
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,leaf,H,949,35.651211801896736,35.0,1.1575341266685566,35.0,35.0,37.0
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,leaf,S,949,164.44573234984193,168.0,21.75528363123948,133.0,168.0,190.0
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,leaf,V,949,105.84299262381454,106.0,11.993043553600339,90.0,106.0,122.0
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,lesion_proxy,H,80,33.8125,34.0,0.3903123748998999,33.0,34.0,34.0
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,lesion_proxy,S,80,173.075,176.5,16.844713562420704,147.8,176.5,191.10000000000002
potato_late_blight,4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,lesion_proxy,V,80,98.0875,99.0,10.92267566807694,83.8,99.0,110.10000000000001
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,leaf,H,28118,55.03627569528416,57.0,8.486343801155863,44.0,57.0,64.0
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,leaf,S,28118,92.28760936055195,92.0,22.188658130935096,65.0,92.0,118.0
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,leaf,V,28118,102.41332953979658,107.0,16.654805338599747,77.0,107.0,118.0
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,lesion_proxy,H,848,29.54952830188679,30.0,9.313583089562263,19.0,30.0,41.30000000000007
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,lesion_proxy,S,848,44.2747641509434,41.0,17.83536408959812,23.0,41.0,68.0
potato_late_blight,4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,lesion_proxy,V,848,62.52240566037736,63.0,12.861910560620531,45.0,63.0,78.0
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,leaf,H,23734,41.97484621218505,42.0,2.972642764443819,38.0,42.0,46.0
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,leaf,S,23734,99.99136260217409,92.0,40.59169850578592,54.0,92.0,157.0
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,leaf,V,23734,113.42605544788067,119.0,28.261051285714508,72.0,119.0,146.0
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,lesion_proxy,H,75,38.89333333333333,40.0,3.189872864063534,34.0,40.0,42.0
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,lesion_proxy,S,75,155.57333333333332,183.0,62.833149071347854,50.0,183.0,212.00000000000006
potato_late_blight,4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,lesion_proxy,V,75,63.06666666666667,39.0,42.89625728299485,38.0,39.0,139.20000000000002
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,leaf,H,31428,40.01310932926053,41.0,4.658404426225789,36.0,41.0,44.0
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,leaf,S,31428,120.50413643884434,116.0,33.19296354289262,82.0,116.0,167.0
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,leaf,V,31428,118.27488227058674,122.0,24.001421389478132,84.0,122.0,146.0
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,lesion_proxy,H,1619,24.592958616429893,26.0,7.538771914682818,13.0,26.0,34.0
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,lesion_proxy,S,1619,89.22050648548486,89.0,32.18517184528826,47.0,89.0,131.0
potato_late_blight,4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,lesion_proxy,V,1619,100.25941939468808,94.0,30.07436781817529,64.0,94.0,142.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,leaf,H,29646,44.846184982797006,45.0,4.431457206967315,39.0,45.0,50.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,leaf,S,29646,115.91546920326519,107.0,36.111973351913875,79.0,107.0,170.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,leaf,V,29646,94.66474397895163,98.0,23.674646036495304,59.0,98.0,123.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,lesion_proxy,H,138,38.88405797101449,40.0,2.4878617318169756,34.0,40.0,41.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,lesion_proxy,S,138,207.52898550724638,216.0,38.358188292928176,158.8,216.0,242.0
potato_late_blight,50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,lesion_proxy,V,138,44.64492753623188,39.0,18.625524299453467,37.0,39.0,55.19999999999993
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,leaf,H,23016,52.159019812304486,52.0,6.2805042436377665,45.0,52.0,60.0
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,leaf,S,23016,95.62808481056656,88.0,40.468761369314606,50.0,88.0,155.0
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,leaf,V,23016,101.23722627737226,102.0,31.508406241967023,59.0,102.0,142.0
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,lesion_proxy,H,706,45.79178470254958,48.0,11.067676973302712,28.0,48.0,57.5
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,lesion_proxy,S,706,137.12322946175638,149.0,58.18896003072457,43.0,149.0,206.0
tomato_early_blight,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,lesion_proxy,V,706,50.73796033994334,34.5,45.5037669682893,20.0,34.5,143.5
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,leaf,H,23989,62.408353828838216,64.0,13.255785907093648,46.0,64.0,76.0
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,leaf,S,23989,82.83667514277377,80.0,27.13504154262844,52.0,80.0,119.0
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,leaf,V,23989,96.18400100045854,92.0,36.48637624268619,52.0,92.0,149.0
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,lesion_proxy,H,1350,35.08592592592593,33.0,18.674483137130128,12.0,33.0,60.0
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,lesion_proxy,S,1350,95.57777777777778,100.5,40.51023952253108,36.0,100.5,143.0
tomato_early_blight,0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,lesion_proxy,V,1350,58.92148148148148,39.0,36.84280599195409,28.0,39.0,120.10000000000014
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,leaf,H,4858,39.37875668999588,39.0,3.16758124649566,36.0,39.0,43.30000000000018
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,leaf,S,4858,133.63874022231371,131.0,32.582084291438846,94.0,131.0,177.0
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,leaf,V,4858,136.15006175380816,141.0,21.024322820436815,108.0,141.0,158.0
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,lesion_proxy,H,23,34.0,34.0,0.7801894976054939,33.0,34.0,34.0
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,lesion_proxy,S,23,154.08695652173913,154.0,35.76604297189829,107.8,154.0,202.6
tomato_early_blight,05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,lesion_proxy,V,23,120.3913043478261,126.0,34.51872728072814,87.0,126.0,157.8
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,leaf,H,28505,74.10317488159971,76.0,10.217531498710594,60.40000000000009,76.0,85.0
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,leaf,S,28505,68.71703209963164,65.0,21.91687472432274,44.0,65.0,99.0
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,leaf,V,28505,82.39077354850026,78.0,29.496703292400625,47.0,78.0,125.0
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,lesion_proxy,H,3010,75.78504983388704,86.0,18.70185670639735,56.0,86.0,90.0
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,lesion_proxy,S,3010,63.838538205980065,57.0,28.136600403185533,32.0,57.0,106.0
tomato_early_blight,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,lesion_proxy,V,3010,85.70033222591363,95.0,37.03986224648336,34.0,95.0,132.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,leaf,H,20312,40.55735525797558,40.0,7.5619314505568855,33.0,40.0,49.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,leaf,S,20312,69.22415320992516,66.0,19.810773341087874,48.0,66.0,96.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,leaf,V,20312,112.5155080740449,116.0,22.441160993205227,82.0,116.0,138.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,lesion_proxy,H,2573,27.6677030703459,30.0,7.342937259981245,15.0,30.0,34.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,lesion_proxy,S,2573,83.30781189273222,80.0,24.688893740856063,53.0,80.0,116.0
tomato_early_blight,197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,lesion_proxy,V,2573,106.78740769529732,111.0,28.577797703353152,68.0,111.0,139.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,leaf,H,27682,56.19142403005563,53.0,14.191684037460627,41.0,53.0,76.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,leaf,S,27682,111.96582616862943,108.0,37.04122428449566,70.0,108.0,162.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,leaf,V,27682,72.14240300556318,72.0,19.488655578087332,46.0,72.0,98.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,lesion_proxy,H,1375,45.295272727272724,45.0,29.1976601711691,18.0,45.0,59.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,lesion_proxy,S,1375,111.34109090909091,113.0,64.57733364446149,29.0,113.0,201.0
tomato_early_blight,1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,lesion_proxy,V,1375,51.29454545454546,39.0,22.388531302528477,33.0,39.0,90.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,leaf,H,22434,50.232593385040566,51.0,7.000071089811008,42.0,51.0,58.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,leaf,S,22434,95.4979049656771,84.0,39.41203468829133,55.0,84.0,157.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,leaf,V,22434,113.10706962645983,117.0,33.83055571373354,64.0,117.0,155.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,lesion_proxy,H,609,43.09688013136289,46.0,20.13441221210211,23.0,46.0,48.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,lesion_proxy,S,609,164.6584564860427,180.0,48.33872274378979,78.0,180.0,209.0
tomato_early_blight,240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,lesion_proxy,V,609,42.8752052545156,36.0,19.448914837092197,28.0,36.0,77.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,leaf,H,19955,56.57288900025056,60.0,12.846417989914265,38.0,60.0,71.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,leaf,S,19955,122.11480831871711,122.0,35.50554247842352,82.0,122.0,165.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,leaf,V,19955,93.1185166624906,92.0,18.054982575322516,72.0,92.0,117.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,lesion_proxy,H,699,36.663805436337626,33.0,23.857468824435802,20.799999999999997,33.0,60.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,lesion_proxy,S,699,102.2346208869814,100.0,71.95605003165566,15.799999999999997,100.0,202.0
tomato_early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,lesion_proxy,V,699,79.32331902718168,76.0,28.666673235015807,45.0,76.0,122.20000000000005
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,leaf,H,26213,68.86178613664976,72.0,13.500247261495167,49.0,72.0,83.0
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,leaf,S,26213,74.47884637393659,72.0,23.678388108476614,51.0,72.0,96.0
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,leaf,V,26213,76.53450577957501,73.0,21.943418184727197,52.0,73.0,107.0
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,lesion_proxy,H,1378,67.57910014513789,79.0,26.30630498966225,30.0,79.0,88.0
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,lesion_proxy,S,1378,65.1799709724238,59.0,44.38039296282443,20.0,59.0,141.29999999999995
tomato_early_blight,2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,lesion_proxy,V,1378,84.01523947750363,82.0,32.583093285454055,38.0,82.0,128.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,leaf,H,16249,54.370545879746444,52.0,11.98148699976188,40.0,52.0,74.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,leaf,S,16249,121.44464274724598,106.0,49.30842822463839,69.0,106.0,202.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,leaf,V,16249,74.55991137916179,71.0,24.196596584019044,46.0,71.0,107.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,lesion_proxy,H,434,41.47926267281106,47.0,13.716208025179158,20.0,47.0,51.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,lesion_proxy,S,434,150.15898617511522,170.0,52.35482517197271,75.30000000000001,170.0,203.0
tomato_early_blight,2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,lesion_proxy,V,434,47.37327188940092,39.0,18.681142686134503,35.0,39.0,70.69999999999999
tomato_early_blight,2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667.JPG,leaf,H,18330,65.98063284233497,69.0,11.128354265865806,49.0,69.0,77.0
tomato_early_blight,2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667.JPG,leaf,S,18330,65.52798690671031,67.0,16.819548907801085,42.0,67.0,85.0
tomato_early_blight,2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667.JPG,leaf,V,18330,76.1506819421713,76.0,17.286283372218676,54.0,76.0,98.0
